"","text","speaker","season","episode","scene","utterance"
"332","Yeah, well, word of advice: Bring back the comedian. Otherwise next time you're gonna find yourself sitting at home, listening to that album alone.","Rachel Green",1,2,1,9
"333","....Are we still talking about sex?","Joey Tribbiani",1,2,1,10
"334","No, it's good, it is good, it's just that- mm- doesn't she seem a little angry?","Ross Geller",1,2,2,1
"335","Well, she has issues.","Marsha",1,2,2,2
"336","Does she.","Ross Geller",1,2,2,3
"337","He's out banging other women over the head with a club, while she sits at home trying to get the mastodon smell out of the carpet!","Marsha",1,2,2,4
"338","Marsha, these are cave people. Okay? They have issues like 'Gee, that glacier's getting kinda close.' See?","Ross Geller",1,2,2,5
"339","Speaking of issues, isn't that your ex-wife?","Marsha",1,2,2,6
"340","(Carol, Ross's ex-wife, has entered behind them and is standing outstide the exhibit.)","Scene Directions",1,2,2,7
"341","No. No.","Ross Geller",1,2,2,8
"342","Yes, it is. Carol! Hi!","Marsha",1,2,2,9
"343","Okay, okay, yes, it is. How about I'll, uh, catch up with you in the Ice Age.","Ross Geller",1,2,2,10
"344","(Marsha extis and Ross waves Carol into the exhibit.)","Scene Directions",1,2,2,11
"345","Hi.","Ross Geller",1,2,2,12
"346","So.","Carol Willick",1,2,2,13
"347","You look great. I, uh... I hate that.","Ross Geller",1,2,2,14
"348","Sorry. You look good too.","Carol Willick",1,2,2,15
"349","Ah, well, in here, anyone who... stands erect... So what's new? Still, uh...","Ross Geller",1,2,2,16
"350","A lesbian?","Carol Willick",1,2,2,17
"351","Well... you never know. How's, um.. how's the family?","Ross Geller",1,2,2,18
"352","Marty's still totally paranoid. Oh, and, uh-","Carol Willick",1,2,2,19
"353","Why- why are you here, Carol?","Ross Geller",1,2,2,20
"354","I'm pregnant.","Carol Willick",1,2,2,21
"355","Pregnant?!","Ross Geller",1,2,2,22
"356","Oh, I think this is the episode of Three's Company where there's some kind of misunderstanding.","Chandler Bing",1,2,3,1
"357","...Then I've already seen this one!","Phoebe Buffay",1,2,3,2
"358","Are you through with that?","Monica Geller",1,2,3,3
"359","Yeah, sorry, the swallowing slowed me down.","Joey Tribbiani",1,2,3,4
"360","Whose little ball of paper is this?!","Monica Geller",1,2,3,5
"361","Oh, uh, that would be mine. See, I wrote a note to myself, and then I realised I didn't need it, so I balled it up and... ...now I wish I was dead.","Chandler Bing",1,2,3,6
"362","(Monica starts to fluff a pillow.)","Scene Directions",1,2,3,7
"363","She's already fluffed that pillow... Monica, you know, you've already fluffed that- -but, it's fine!","Phoebe Buffay",1,2,3,8
"364","Look , I'm sorry, guys, I just don't wanna give them any more ammunition than they already have.","Monica Geller",1,2,3,9
"365","Yes, and we all know how cruel a parent can be about the flatness of a child's pillow.","Chandler Bing",1,2,3,10
"366","Monica- Hi! Um, Monica, you're scaring me. I mean, you're like, you're like all chaotic and twirly. And not-not in a good way.","Phoebe Buffay",1,2,3,11
"367","Yeah, calm down. You don't see Ross getting all chaotic and twirly every time they come.","Joey Tribbiani",1,2,3,12
"368","That's because as far as my parents are concerned, Ross can do no wrong. Y'see, he's the Prince. Apparently they had some big ceremony before I was born.","Monica Geller",1,2,3,13
"369","Ew, ew, ew, ew ew ew ew ew!","Chandler Bing",1,2,3,14
"370","What?","Monica Geller",1,2,3,15
"371","Ugly Naked Guy got a Thighmaster!","Chandler Bing",1,2,3,16
"372","Eeaagh!","#ALL#",1,2,3,17
"373","(Rachel enters from her room.)","Scene Directions",1,2,3,18
"374","Has anybody seen my engagement ring?","Rachel Green",1,2,3,19
"375","Yeah, it's beautiful.","Phoebe Buffay",1,2,3,20
"376","Oh God, oh God, oh God oh God oh God oh God....","Rachel Green",1,2,3,21
"377","No, look, don't touch that!","Phoebe Buffay",1,2,3,22
"378","Oh, like I wasn't dreading tomorrow enough, having to give it back to him... 'Hi Barry! Remember me? I'm the girl in the veil who stomped on your heart in front of your entire family!' Oh God and now I'm gonna have to return the ring, without the ring, which makes it so much harder...","Rachel Green",1,2,3,23
"379","Easy Rach, we'll find it. Won't we!","Monica Geller",1,2,3,24
"380","Oh! Yeah!",NA,1,2,3,25
"381","Alright, when'd'ya have it on last?","Joey Tribbiani",1,2,3,26
"382","Doy! Probably right before she lost it!","Phoebe Buffay",1,2,3,27
"383","You don't get a lot of 'doy' these days...","Chandler Bing",1,2,3,28
"384","I know I had it this morning, and I know I had it when I was in the kitchen with...","Rachel Green",1,2,3,29
"385","...Dinah?","Chandler Bing",1,2,3,30
"386","Ohhhhh, don't be mad...","Rachel Green",1,2,3,31
"387","You didn't.","Monica Geller",1,2,3,32
"388","Oh, I am sorry...","Rachel Green",1,2,3,33
"389","I gave you one job!","Monica Geller",1,2,3,34
"390","Oh, but look how straight those noodles are!","Rachel Green",1,2,3,35
"391","Now, Monica, you know that's not how you look for an engagement ring in a lasagne...","Chandler Bing",1,2,3,36
"392","I just... can't do it.","Monica Geller",1,2,3,37
"393","Boys? We're going in.","Chandler Bing",1,2,3,38
"394","(Chandler, Joey, and Phoebe start to pick through the lasagne as there's a knock on the door which Monica answers.)","Scene Directions",1,2,3,39
"395",".....Hi.","Ross Geller",1,2,3,40
"396","Wow. That is not a happy hi.","Monica Geller",1,2,3,41
"397","Carol's pregnant.","Ross Geller",1,2,3,42
"398","Ooh! I found it!","Phoebe Buffay",1,2,3,43
"399","W-w-wh-... wha-... w-w-w-...","Monica Geller",1,2,3,44
"400","Yeah. Do that for another two hours, you might be where I am right about now.","Ross Geller",1,2,3,45
"401","Kinda puts that whole pillow thing in perspective, huh, Mon?","Chandler Bing",1,2,3,46
"402","Well now, how-how do you fit into this whole thing?","Rachel Green",1,2,3,47
"403","Well, Carol says she and Susan want me to be involved, but if I'm not comfortable with it, I don't have to be involved.. basically it's entirely up to me.","Ross Geller",1,2,3,48
"404","She is so great! I miss her.","Phoebe Buffay",1,2,3,49
"405","What does she mean by 'involved'?","Monica Geller",1,2,3,50
"406","I mean presumably, the biggest part of your job is done.","Chandler Bing",1,2,3,51
"407","Anyway, they want me to go down to this- sonogram thing with them tomorrow.","Ross Geller",1,2,3,52
"408","So what are you gonna do?","Rachel Green",1,2,3,53
"409","I have no idea. No matter what I do, though, I'm still gonna be a father.","Ross Geller",1,2,3,54
"410","(Joey starts to eat the rest of the lasagne and everyone turns and stares at him.)","Scene Directions",1,2,3,55
"411",".....Well, this is still ruined, right?","Joey Tribbiani",1,2,3,56
"412","Oh, Martha Ludwin's daughter is gonna call you. Mmm! What's that curry taste?","Judy Geller",1,2,4,1
"413","Curry.","Monica Geller",1,2,4,2
"414","Mmmm!","Judy Geller",1,2,4,3
"415","I- I think they're great! I, I really do.","Ross Geller",1,2,4,4
"416","Do you remember the Ludwins? The big one had a thing for you, didn't she?","Ross Geller",1,2,4,5
"417","They all had a thing for him.","Judy Geller",1,2,4,6
"418","Aw, Mom...","Ross Geller",1,2,4,7
"419","I'm sorry, why is this girl going to call me?","Monica Geller",1,2,4,8
"420","Oh, she just graduated, and she wants to be something in cooking, or food, or.... I don't know. Anyway, I told her you had a restaurant-","Judy Geller",1,2,4,9
"421","No Mom, I don't have a restaurant, I work in a restaurant.","Monica Geller",1,2,4,10
"422","Well, they don't have to know that...","Judy Geller",1,2,4,11
"423","Ross, could you come and help me with the spaghetti, please?","Monica Geller",1,2,4,12
"424","Yeah.","Ross Geller",1,2,4,13
"425","Oh, we're having spaghetti! That's.... easy.","Judy Geller",1,2,4,14
"426","I know this is going to sound unbelievably selfish, but, were you planning on bringing up the whole baby/lesbian thing? Because I think it might take some of the heat off me.","Monica Geller",1,2,4,15
"427","[Time Lapse, everyone is now eating.]","Scene Directions",1,2,4,16
"428","What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.","Judy Geller",1,2,4,17
"429","I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!","Ross Geller",1,2,4,18
"430","Well, at least she had the chance to leave a man at the altar...","Judy Geller",1,2,4,19
"431","What's that supposed to mean?","Monica Geller",1,2,4,20
"432","Nothing! It's an expression.","Judy Geller",1,2,4,21
"433","No it's not.","Monica Geller",1,2,4,22
"434","Don't listen to your mother. You're independent, and you always have been! Even when you were a kid... and you were chubby, and you had no friends, you were just fine! And you would read alone in your room, and your puzzles...","Ross Geller",1,2,4,23
"435","[Time Lapse.]","Scene Directions",1,2,4,24
"436","Look, there are people like Ross who need to shoot for the stars, with his museum, and his papers getting published. Other people are satisfied with staying where they are- I'm telling you, these are the people who never get cancer.","Ross Geller",1,2,4,25
"437","[Time Lapse.]","Scene Directions",1,2,4,26
"438","...And I read about these women trying to have it all, and I thank God 'Our Little Harmonica' doesn't seem to have that problem.","Ross Geller",1,2,4,27
"439","So, Ross, what's going on with you? Any stories? No news, no little anecdotes to share with the folks?","Monica Geller",1,2,4,28
"440","Okay! Okay. Look, I, uh- I realise you guys have been wondering what exactly happened between Carol and me, and, so, well, here's the deal. Carol's a lesbian. She's living with a woman named Susan. She's pregnant with my child, and she and Susan are going to raise the baby.","Ross Geller",1,2,4,29
"441","(Stunned silence ensues.)","Scene Directions",1,2,4,30
"442","And you knew about this?!","Judy Geller",1,2,4,31
"443","Your folks are really that bad, huh?","Joey Tribbiani",1,2,5,1
"444","Well, y'know, these people are pros. They know what they're doing, they take their time, they get the job done.","Ross Geller",1,2,5,2
"445","Boy, I know they say you can't change your parents,... boy, if you could- -I'd want yours.","Monica Geller",1,2,5,3
"446","Must pee.","Ross Geller",1,2,5,4
"447","Y'know, it's even worse when you're twins.","Phoebe Buffay",1,2,5,5
"448","You're twins?","Rachel Green",1,2,5,6
"449","Yeah. We don't speak. She's like this high-powered, driven career type.","Phoebe Buffay",1,2,5,7
"450","What does she do?","Chandler Bing",1,2,5,8
"451","She's a waitress.","Phoebe Buffay",1,2,5,9
"452","All right, you guys, I kinda gotta clean up now.","Rachel Green",1,2,5,10
"453","Chandler, you're an only child, right? You don't have any of this.","Monica Geller",1,2,5,11
"454","Well, no, although I did have an imaginary friend, who... my parents actually preferred.","Chandler Bing",1,2,5,12
"455","The lights, please..","Rachel Green",1,2,5,13
"456","(Joey turns off the lights, and they all leave as Rachel starts to clean up. Ross enters from the bathroom.)","Scene Directions",1,2,5,14
"457","...How long was I in there?","Ross Geller",1,2,5,15
"458","I'm just cleaning up.","Rachel Green",1,2,5,16
"459","D'ya.. uh.. d'ya need any help?","Ross Geller",1,2,5,17
"460","Uh.. okay, sure! Thanks!","Rachel Green",1,2,5,18
"461","Anyway.. um.. So, you- uh- you nervous about Barry tomorrow?","Ross Geller",1,2,5,19
"462","Oh.. a little..","Rachel Green",1,2,5,20
"463","Mm-hmm..","Ross Geller",1,2,5,21
"464","A lot.","Rachel Green",1,2,5,22
"465","Mm.","Ross Geller",1,2,5,23
"466","So, got any advice? Y'know, as someone who's recently been- dumped?","Rachel Green",1,2,5,24
"467","Well, you may wanna steer clear of the word 'dumped'. Chances are he's gonna be this, this broken shell of a man, y'know, so you should try not to look too terrific, I know it'll be hard. Or, y'know, uh, hey!, I'll go down there, and I'll give Barry back his ring, and you can go with Carol and Susan to the OB/GYN...","Ross Geller",1,2,5,25
"468","Oh, you've got Carol tomorrow.. When did it get so complicated?","Rachel Green",1,2,5,26
"469","Got me.","Ross Geller",1,2,5,27
"470","Remember when we were in high school together?","Rachel Green",1,2,5,28
"471","Yeah.","Ross Geller",1,2,5,29
"472","I mean, didn't you think you were just gonna meet somone, fall in love- and that'd be it? ..Ross?","Rachel Green",1,2,5,30
"473","Yes, yes!","Ross Geller",1,2,5,31
"474","Oh! Man, I never thought I'd be here..","Rachel Green",1,2,5,32
"475","Me either...","Ross Geller",1,2,5,33
"476","Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.","Ross Geller",1,2,6,1
"477","(Susan enters holding a drink.)","Scene Directions",1,2,6,2
"478","Hi.","Susan Bunch",1,2,6,3
"479","Ross, you remember Susan.","Carol Willick",1,2,6,4
"480","How could I forget?","Ross Geller",1,2,6,5
"481","Ross.","Susan Bunch",1,2,6,6
"482","Hello, Susan. Good shake. Good shake. So, uh, we're just waiting for...?","Ross Geller",1,2,6,7
"483","Dr. Oberman.","Carol Willick",1,2,6,8
"484","..Dr. Oberman. Okay. And is he-","Ross Geller",1,2,6,9
"485","She.","Susan Bunch",1,2,6,10
"486","-she, of course, she- uh- familiar with our.. special situation?","Ross Geller",1,2,6,11
"487","Yes, and she's very supportive.","Carol Willick",1,2,6,12
"488","Okay, that's great. No, I'm- Oh.","Ross Geller",1,2,6,13
"489","Thanks.","Carol Willick",1,2,6,14
"490","Quack, quack..","Ross Geller",1,2,6,15
"491","Ross? That opens my cervix.","Carol Willick",1,2,6,16
"492","Barry?","Rachel Green",1,2,7,1
"493","C'mon in.","Barry Farber",1,2,7,2
"494","Are you sure?","Rachel Green",1,2,7,3
"495","Yeah! It's fine, it's fine. Robbie's gonna be here for hours.","Barry Farber",1,2,7,4
"496","Huh?!","Robbie",1,2,7,5
"497","So, how ya doin?","Barry Farber",1,2,7,6
"498","I'm- uh- I'm okay... You look great!","Rachel Green",1,2,7,7
"499","Yeah, well..","Barry Farber",1,2,7,8
"500","Dr. Farber, Jason Greenstein's gagging.","Bernice",1,2,7,9
"501","Be right there. Be back in a sec.","Barry Farber",1,2,7,10
"502","(As Barry exits Robbie stares at Rachel.)","Scene Directions",1,2,7,11
